Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,560212,-,-,-,43.17,-102.1,-7,1066,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,Temperature,GHI
2003,1,1,0,30,-3,0
2003,1,1,1,30,-3,0
2003,1,1,2,30,-3,0
2003,1,1,3,30,-3,0
2003,1,1,4,30,-3,0
2003,1,1,5,30,-3,0
2003,1,1,6,30,-3,0
2003,1,1,7,30,-2,0
2003,1,1,8,30,0,107
2003,1,1,9,30,0,192
2003,1,1,10,30,0,141
2003,1,1,11,30,1,171
2003,1,1,12,30,2,249
2003,1,1,13,30,3,242
2003,1,1,14,30,2,231
2003,1,1,15,30,0,58
2003,1,1,16,30,0,0
2003,1,1,17,30,-1,0
2003,1,1,18,30,-1,0
2003,1,1,19,30,-2,0
2003,1,1,20,30,-3,0
2003,1,1,21,30,-4,0
2003,1,1,22,30,-4,0
2003,1,1,23,30,-4,0
2003,1,2,0,30,-4,0
2003,1,2,1,30,-4,0
2003,1,2,2,30,-4,0
2003,1,2,3,30,-4,0
2003,1,2,4,30,-3,0
2003,1,2,5,30,-2,0
2003,1,2,6,30,-2,0
2003,1,2,7,30,-1,0
2003,1,2,8,30,0,139
2003,1,2,9,30,1,273
2003,1,2,10,30,3,372
2003,1,2,11,30,4,420
2003,1,2,12,30,5,412
2003,1,2,13,30,5,349
2003,1,2,14,30,3,239
2003,1,2,15,30,1,101
2003,1,2,16,30,0,0
2003,1,2,17,30,0,0
2003,1,2,18,30,0,0
2003,1,2,19,30,0,0
2003,1,2,20,30,0,0
2003,1,2,21,30,0,0
2003,1,2,22,30,0,0
2003,1,2,23,30,0,0
2003,1,3,0,30,0,0
2003,1,3,1,30,0,0
2003,1,3,2,30,0,0
2003,1,3,3,30,0,0
2003,1,3,4,30,0,0
2003,1,3,5,30,0,0
2003,1,3,6,30,0,0
2003,1,3,7,30,0,0
2003,1,3,8,30,1,138
2003,1,3,9,30,4,271
2003,1,3,10,30,6,368
2003,1,3,11,30,8,417
2003,1,3,12,30,9,410
2003,1,3,13,30,8,330
2003,1,3,14,30,5,165
2003,1,3,15,30,3,53
2003,1,3,16,30,1,0
2003,1,3,17,30,1,0
2003,1,3,18,30,1,0
2003,1,3,19,30,2,0
2003,1,3,20,30,2,0
2003,1,3,21,30,1,0
2003,1,3,22,30,1,0
2003,1,3,23,30,1,0
2003,1,4,0,30,1,0
2003,1,4,1,30,0,0
2003,1,4,2,30,0,0
2003,1,4,3,30,0,0
2003,1,4,4,30,0,0
2003,1,4,5,30,0,0
2003,1,4,6,30,0,0
2003,1,4,7,30,0,0
2003,1,4,8,30,2,80
2003,1,4,9,30,3,202
2003,1,4,10,30,4,364
2003,1,4,11,30,5,414
2003,1,4,12,30,6,302
2003,1,4,13,30,6,351
2003,1,4,14,30,4,245
2003,1,4,15,30,1,106
2003,1,4,16,30,0,0
2003,1,4,17,30,0,0
2003,1,4,18,30,0,0
2003,1,4,19,30,1,0
2003,1,4,20,30,0,0
2003,1,4,21,30,0,0
2003,1,4,22,30,-1,0
2003,1,4,23,30,-2,0
2003,1,5,0,30,-1,0
2003,1,5,1,30,-1,0
2003,1,5,2,30,0,0
2003,1,5,3,30,0,0
2003,1,5,4,30,0,0
2003,1,5,5,30,0,0
2003,1,5,6,30,0,0
2003,1,5,7,30,0,0
2003,1,5,8,30,0,88
2003,1,5,9,30,1,87
2003,1,5,10,30,2,308
2003,1,5,11,30,3,420
2003,1,5,12,30,4,308
2003,1,5,13,30,4,299
2003,1,5,14,30,2,144
2003,1,5,15,30,0,63
2003,1,5,16,30,-1,0
2003,1,5,17,30,-2,0
2003,1,5,18,30,-2,0
2003,1,5,19,30,-2,0
2003,1,5,20,30,-2,0
2003,1,5,21,30,-2,0
2003,1,5,22,30,-2,0
2003,1,5,23,30,-2,0
2003,1,6,0,30,-2,0
2003,1,6,1,30,-1,0
2003,1,6,2,30,-1,0
2003,1,6,3,30,-1,0
2003,1,6,4,30,-1,0
2003,1,6,5,30,-1,0
2003,1,6,6,30,-1,0
2003,1,6,7,30,0,0
2003,1,6,8,30,0,66
2003,1,6,9,30,2,263
2003,1,6,10,30,4,361
2003,1,6,11,30,5,410
2003,1,6,12,30,6,406
2003,1,6,13,30,6,349
2003,1,6,14,30,4,243
2003,1,6,15,30,1,107
2003,1,6,16,30,0,0
2003,1,6,17,30,0,0
2003,1,6,18,30,0,0
2003,1,6,19,30,0,0
2003,1,6,20,30,0,0
2003,1,6,21,30,0,0
2003,1,6,22,30,0,0
2003,1,6,23,30,0,0
2003,1,7,0,30,0,0
2003,1,7,1,30,-1,0
2003,1,7,2,30,-1,0
2003,1,7,3,30,-1,0
2003,1,7,4,30,-1,0
2003,1,7,5,30,-1,0
2003,1,7,6,30,0,0
2003,1,7,7,30,0,0
2003,1,7,8,30,2,85
2003,1,7,9,30,4,202
2003,1,7,10,30,7,302
2003,1,7,11,30,9,432
2003,1,7,12,30,10,428
2003,1,7,13,30,10,273
2003,1,7,14,30,7,259
2003,1,7,15,30,4,117
2003,1,7,16,30,3,0
2003,1,7,17,30,3,0
2003,1,7,18,30,2,0
2003,1,7,19,30,2,0
2003,1,7,20,30,1,0
2003,1,7,21,30,1,0
2003,1,7,22,30,0,0
2003,1,7,23,30,0,0
2003,1,8,0,30,0,0
2003,1,8,1,30,0,0
2003,1,8,2,30,0,0
2003,1,8,3,30,0,0
2003,1,8,4,30,0,0
2003,1,8,5,30,0,0
2003,1,8,6,30,0,0
2003,1,8,7,30,0,0
2003,1,8,8,30,1,149
2003,1,8,9,30,4,290
2003,1,8,10,30,7,393
2003,1,8,11,30,9,445
2003,1,8,12,30,10,439
2003,1,8,13,30,10,378
2003,1,8,14,30,8,267
2003,1,8,15,30,4,123
2003,1,8,16,30,2,0
2003,1,8,17,30,1,0
2003,1,8,18,30,0,0
2003,1,8,19,30,0,0
2003,1,8,20,30,0,0
2003,1,8,21,30,-1,0
2003,1,8,22,30,-1,0
2003,1,8,23,30,-2,0
2003,1,9,0,30,-2,0
2003,1,9,1,30,-3,0
2003,1,9,2,30,-3,0
2003,1,9,3,30,-3,0
2003,1,9,4,30,-3,0
2003,1,9,5,30,-3,0
2003,1,9,6,30,-3,0
2003,1,9,7,30,-3,0
2003,1,9,8,30,-2,101
2003,1,9,9,30,-1,291
2003,1,9,10,30,0,394
2003,1,9,11,30,0,445
2003,1,9,12,30,0,440
2003,1,9,13,30,0,379
2003,1,9,14,30,0,270
2003,1,9,15,30,-2,126
2003,1,9,16,30,-3,0
2003,1,9,17,30,-4,0
2003,1,9,18,30,-5,0
2003,1,9,19,30,-5,0
2003,1,9,20,30,-6,0
2003,1,9,21,30,-6,0
2003,1,9,22,30,-6,0
2003,1,9,23,30,-6,0
2003,1,10,0,30,-6,0
2003,1,10,1,30,-6,0
2003,1,10,2,30,-7,0
2003,1,10,3,30,-7,0
2003,1,10,4,30,-8,0
2003,1,10,5,30,-8,0
2003,1,10,6,30,-8,0
2003,1,10,7,30,-8,0
2003,1,10,8,30,-7,153
2003,1,10,9,30,-6,295
2003,1,10,10,30,-5,400
2003,1,10,11,30,-4,453
2003,1,10,12,30,-3,449
2003,1,10,13,30,-3,387
2003,1,10,14,30,-3,276
2003,1,10,15,30,-5,131
2003,1,10,16,30,-6,0
2003,1,10,17,30,-6,0
2003,1,10,18,30,-7,0
2003,1,10,19,30,-8,0
2003,1,10,20,30,-9,0
2003,1,10,21,30,-10,0
2003,1,10,22,30,-10,0
2003,1,10,23,30,-10,0
2003,1,11,0,30,-10,0
2003,1,11,1,30,-10,0
2003,1,11,2,30,-10,0
2003,1,11,3,30,-10,0
2003,1,11,4,30,-11,0
2003,1,11,5,30,-11,0
2003,1,11,6,30,-11,0
2003,1,11,7,30,-11,0
2003,1,11,8,30,-9,98
2003,1,11,9,30,-8,297
2003,1,11,10,30,-6,403
2003,1,11,11,30,-4,457
2003,1,11,12,30,-2,454
2003,1,11,13,30,-1,394
2003,1,11,14,30,-1,283
2003,1,11,15,30,-3,137
2003,1,11,16,30,-4,0
2003,1,11,17,30,-5,0
2003,1,11,18,30,-6,0
2003,1,11,19,30,-6,0
2003,1,11,20,30,-6,0
2003,1,11,21,30,-6,0
2003,1,11,22,30,-6,0
2003,1,11,23,30,-5,0
2003,1,12,0,30,-5,0
2003,1,12,1,30,-5,0
2003,1,12,2,30,-5,0
2003,1,12,3,30,-5,0
2003,1,12,4,30,-6,0
2003,1,12,5,30,-6,0
2003,1,12,6,30,-6,0
2003,1,12,7,30,-5,0
2003,1,12,8,30,-2,101
2003,1,12,9,30,0,286
2003,1,12,10,30,2,389
2003,1,12,11,30,4,443
2003,1,12,12,30,5,440
2003,1,12,13,30,5,380
2003,1,12,14,30,3,271
2003,1,12,15,30,1,129
2003,1,12,16,30,0,0
2003,1,12,17,30,0,0
2003,1,12,18,30,0,0
2003,1,12,19,30,-1,0
2003,1,12,20,30,-2,0
2003,1,12,21,30,-2,0
2003,1,12,22,30,-2,0
2003,1,12,23,30,-2,0
2003,1,13,0,30,-2,0
2003,1,13,1,30,-2,0
2003,1,13,2,30,-3,0
2003,1,13,3,30,-3,0
2003,1,13,4,30,-3,0
2003,1,13,5,30,-3,0
2003,1,13,6,30,-3,0
2003,1,13,7,30,-2,0
2003,1,13,8,30,0,125
2003,1,13,9,30,2,209
2003,1,13,10,30,5,303
2003,1,13,11,30,7,313
2003,1,13,12,30,8,354
2003,1,13,13,30,7,109
2003,1,13,14,30,5,151
2003,1,13,15,30,3,94
2003,1,13,16,30,1,0
2003,1,13,17,30,0,0
2003,1,13,18,30,-2,0
2003,1,13,19,30,-3,0
2003,1,13,20,30,-4,0
2003,1,13,21,30,-5,0
2003,1,13,22,30,-6,0
2003,1,13,23,30,-6,0
2003,1,14,0,30,-6,0
2003,1,14,1,30,-6,0
2003,1,14,2,30,-6,0
2003,1,14,3,30,-7,0
2003,1,14,4,30,-7,0
2003,1,14,5,30,-6,0
2003,1,14,6,30,-6,0
2003,1,14,7,30,-5,7
2003,1,14,8,30,-4,80
2003,1,14,9,30,-3,276
2003,1,14,10,30,-1,279
2003,1,14,11,30,-1,428
2003,1,14,12,30,0,333
2003,1,14,13,30,0,291
2003,1,14,14,30,0,223
2003,1,14,15,30,-2,94
2003,1,14,16,30,-3,0
2003,1,14,17,30,-4,0
2003,1,14,18,30,-5,0
2003,1,14,19,30,-5,0
2003,1,14,20,30,-6,0
2003,1,14,21,30,-6,0
2003,1,14,22,30,-6,0
2003,1,14,23,30,-5,0
2003,1,15,0,30,-5,0
2003,1,15,1,30,-5,0
2003,1,15,2,30,-5,0
2003,1,15,3,30,-5,0
2003,1,15,4,30,-5,0
2003,1,15,5,30,-6,0
2003,1,15,6,30,-6,0
2003,1,15,7,30,-5,6
2003,1,15,8,30,-4,70
2003,1,15,9,30,-4,85
2003,1,15,10,30,-3,70
2003,1,15,11,30,-3,178
2003,1,15,12,30,-3,190
2003,1,15,13,30,-3,221
2003,1,15,14,30,-4,125
2003,1,15,15,30,-5,20
2003,1,15,16,30,-7,0
2003,1,15,17,30,-9,0
2003,1,15,18,30,-10,0
2003,1,15,19,30,-11,0
2003,1,15,20,30,-11,0
2003,1,15,21,30,-10,0
2003,1,15,22,30,-10,0
2003,1,15,23,30,-10,0
2003,1,16,0,30,-10,0
2003,1,16,1,30,-10,0
2003,1,16,2,30,-10,0
2003,1,16,3,30,-10,0
2003,1,16,4,30,-10,0
2003,1,16,5,30,-10,0
2003,1,16,6,30,-10,0
2003,1,16,7,30,-9,10
2003,1,16,8,30,-8,49
2003,1,16,9,30,-7,104
2003,1,16,10,30,-6,161
2003,1,16,11,30,-5,228
2003,1,16,12,30,-4,213
2003,1,16,13,30,-4,109
2003,1,16,14,30,-4,302
2003,1,16,15,30,-6,153
2003,1,16,16,30,-8,0
2003,1,16,17,30,-9,0
2003,1,16,18,30,-10,0
2003,1,16,19,30,-10,0
2003,1,16,20,30,-11,0
2003,1,16,21,30,-11,0
2003,1,16,22,30,-11,0
2003,1,16,23,30,-11,0
2003,1,17,0,30,-12,0
2003,1,17,1,30,-12,0
2003,1,17,2,30,-11,0
2003,1,17,3,30,-11,0
2003,1,17,4,30,-11,0
2003,1,17,5,30,-11,0
2003,1,17,6,30,-11,0
2003,1,17,7,30,-9,19
2003,1,17,8,30,-6,168
2003,1,17,9,30,-3,319
2003,1,17,10,30,-1,430
2003,1,17,11,30,0,485
2003,1,17,12,30,1,480
2003,1,17,13,30,2,417
2003,1,17,14,30,1,304
2003,1,17,15,30,0,155
2003,1,17,16,30,0,0
2003,1,17,17,30,-1,0
2003,1,17,18,30,-1,0
2003,1,17,19,30,-2,0
2003,1,17,20,30,-2,0
2003,1,17,21,30,-3,0
2003,1,17,22,30,-3,0
2003,1,17,23,30,-4,0
2003,1,18,0,30,-5,0
2003,1,18,1,30,-5,0
2003,1,18,2,30,-6,0
2003,1,18,3,30,-6,0
2003,1,18,4,30,-7,0
2003,1,18,5,30,-8,0
2003,1,18,6,30,-8,0
2003,1,18,7,30,-7,9
2003,1,18,8,30,-4,88
2003,1,18,9,30,-2,183
2003,1,18,10,30,-1,242
2003,1,18,11,30,0,357
2003,1,18,12,30,1,333
2003,1,18,13,30,1,302
2003,1,18,14,30,0,229
2003,1,18,15,30,0,85
2003,1,18,16,30,-1,8
2003,1,18,17,30,-2,0
2003,1,18,18,30,-3,0
2003,1,18,19,30,-4,0
2003,1,18,20,30,-5,0
2003,1,18,21,30,-5,0
2003,1,18,22,30,-5,0
2003,1,18,23,30,-4,0
2003,1,19,0,30,-4,0
2003,1,19,1,30,-3,0
2003,1,19,2,30,-3,0
2003,1,19,3,30,-2,0
2003,1,19,4,30,-2,0
2003,1,19,5,30,-2,0
2003,1,19,6,30,-2,0
2003,1,19,7,30,-1,7
2003,1,19,8,30,0,166
2003,1,19,9,30,2,266
2003,1,19,10,30,5,360
2003,1,19,11,30,7,420
2003,1,19,12,30,7,433
2003,1,19,13,30,6,424
2003,1,19,14,30,4,262
2003,1,19,15,30,2,130
2003,1,19,16,30,1,14
2003,1,19,17,30,1,0
2003,1,19,18,30,2,0
2003,1,19,19,30,2,0
2003,1,19,20,30,1,0
2003,1,19,21,30,0,0
2003,1,19,22,30,0,0
2003,1,19,23,30,0,0
2003,1,20,0,30,0,0
2003,1,20,1,30,0,0
2003,1,20,2,30,0,0
2003,1,20,3,30,-1,0
2003,1,20,4,30,-1,0
2003,1,20,5,30,-2,0
2003,1,20,6,30,-3,0
2003,1,20,7,30,-2,7
2003,1,20,8,30,0,104
2003,1,20,9,30,0,250
2003,1,20,10,30,0,359
2003,1,20,11,30,1,479
2003,1,20,12,30,2,477
2003,1,20,13,30,1,353
2003,1,20,14,30,0,118
2003,1,20,15,30,-1,33
2003,1,20,16,30,-3,3
2003,1,20,17,30,-4,0
2003,1,20,18,30,-5,0
2003,1,20,19,30,-5,0
2003,1,20,20,30,-6,0
2003,1,20,21,30,-6,0
2003,1,20,22,30,-7,0
2003,1,20,23,30,-7,0
2003,1,21,0,30,-7,0
2003,1,21,1,30,-7,0
2003,1,21,2,30,-7,0
2003,1,21,3,30,-7,0
2003,1,21,4,30,-7,0
2003,1,21,5,30,-7,0
2003,1,21,6,30,-7,0
2003,1,21,7,30,-6,12
2003,1,21,8,30,-5,13
2003,1,21,9,30,-4,121
2003,1,21,10,30,-3,222
2003,1,21,11,30,-3,255
2003,1,21,12,30,-3,226
2003,1,21,13,30,-3,68
2003,1,21,14,30,-5,87
2003,1,21,15,30,-7,91
2003,1,21,16,30,-9,10
2003,1,21,17,30,-10,0
2003,1,21,18,30,-11,0
2003,1,21,19,30,-12,0
2003,1,21,20,30,-13,0
2003,1,21,21,30,-13,0
2003,1,21,22,30,-13,0
2003,1,21,23,30,-13,0
2003,1,22,0,30,-13,0
2003,1,22,1,30,-13,0
2003,1,22,2,30,-14,0
2003,1,22,3,30,-14,0
2003,1,22,4,30,-15,0
2003,1,22,5,30,-15,0
2003,1,22,6,30,-16,0
2003,1,22,7,30,-16,4
2003,1,22,8,30,-16,70
2003,1,22,9,30,-16,86
2003,1,22,10,30,-15,46
2003,1,22,11,30,-15,271
2003,1,22,12,30,-15,499
2003,1,22,13,30,-15,439
2003,1,22,14,30,-15,325
2003,1,22,15,30,-15,112
2003,1,22,16,30,-16,15
2003,1,22,17,30,-16,0
2003,1,22,18,30,-17,0
2003,1,22,19,30,-17,0
2003,1,22,20,30,-17,0
2003,1,22,21,30,-17,0
2003,1,22,22,30,-17,0
2003,1,22,23,30,-18,0
2003,1,23,0,30,-17,0
2003,1,23,1,30,-17,0
2003,1,23,2,30,-16,0
2003,1,23,3,30,-16,0
2003,1,23,4,30,-15,0
2003,1,23,5,30,-15,0
2003,1,23,6,30,-15,0
2003,1,23,7,30,-14,5
2003,1,23,8,30,-13,38
2003,1,23,9,30,-11,24
2003,1,23,10,30,-9,129
2003,1,23,11,30,-7,214
2003,1,23,12,30,-5,185
2003,1,23,13,30,-4,193
2003,1,23,14,30,-4,114
2003,1,23,15,30,-5,106
2003,1,23,16,30,-6,15
2003,1,23,17,30,-6,0
2003,1,23,18,30,-5,0
2003,1,23,19,30,-5,0
2003,1,23,20,30,-4,0
2003,1,23,21,30,-4,0
2003,1,23,22,30,-5,0
2003,1,23,23,30,-5,0
2003,1,24,0,30,-5,0
2003,1,24,1,30,-5,0
2003,1,24,2,30,-5,0
2003,1,24,3,30,-5,0
2003,1,24,4,30,-5,0
2003,1,24,5,30,-5,0
2003,1,24,6,30,-5,0
2003,1,24,7,30,-3,27
2003,1,24,8,30,-1,179
2003,1,24,9,30,0,331
2003,1,24,10,30,2,444
2003,1,24,11,30,4,503
2003,1,24,12,30,5,504
2003,1,24,13,30,5,445
2003,1,24,14,30,4,332
2003,1,24,15,30,2,181
2003,1,24,16,30,0,28
2003,1,24,17,30,0,0
2003,1,24,18,30,0,0
2003,1,24,19,30,-2,0
2003,1,24,20,30,-3,0
2003,1,24,21,30,-2,0
2003,1,24,22,30,-2,0
2003,1,24,23,30,-2,0
2003,1,25,0,30,-2,0
2003,1,25,1,30,-2,0
2003,1,25,2,30,-2,0
2003,1,25,3,30,-2,0
2003,1,25,4,30,-2,0
2003,1,25,5,30,-3,0
2003,1,25,6,30,-3,0
2003,1,25,7,30,-2,15
2003,1,25,8,30,-2,106
2003,1,25,9,30,-3,61
2003,1,25,10,30,-4,207
2003,1,25,11,30,-5,294
2003,1,25,12,30,-6,145
2003,1,25,13,30,-7,278
2003,1,25,14,30,-9,122
2003,1,25,15,30,-10,112
2003,1,25,16,30,-12,18
2003,1,25,17,30,-13,0
2003,1,25,18,30,-14,0
2003,1,25,19,30,-15,0
2003,1,25,20,30,-16,0
2003,1,25,21,30,-16,0
2003,1,25,22,30,-16,0
2003,1,25,23,30,-16,0
2003,1,26,0,30,-16,0
2003,1,26,1,30,-16,0
2003,1,26,2,30,-15,0
2003,1,26,3,30,-15,0
2003,1,26,4,30,-15,0
2003,1,26,5,30,-14,0
2003,1,26,6,30,-14,0
2003,1,26,7,30,-13,3
2003,1,26,8,30,-10,23
2003,1,26,9,30,-7,96
2003,1,26,10,30,-4,83
2003,1,26,11,30,-2,149
2003,1,26,12,30,0,164
2003,1,26,13,30,0,437
2003,1,26,14,30,1,147
2003,1,26,15,30,0,103
2003,1,26,16,30,0,18
2003,1,26,17,30,0,0
2003,1,26,18,30,0,0
2003,1,26,19,30,1,0
2003,1,26,20,30,1,0
2003,1,26,21,30,2,0
2003,1,26,22,30,2,0
2003,1,26,23,30,2,0
2003,1,27,0,30,2,0
2003,1,27,1,30,2,0
2003,1,27,2,30,2,0
2003,1,27,3,30,1,0
2003,1,27,4,30,1,0
2003,1,27,5,30,0,0
2003,1,27,6,30,0,0
2003,1,27,7,30,2,30
2003,1,27,8,30,4,71
2003,1,27,9,30,6,143
2003,1,27,10,30,8,270
2003,1,27,11,30,9,331
2003,1,27,12,30,10,377
2003,1,27,13,30,10,357
2003,1,27,14,30,9,263
2003,1,27,15,30,7,154
2003,1,27,16,30,4,28
2003,1,27,17,30,2,0
2003,1,27,18,30,0,0
2003,1,27,19,30,0,0
2003,1,27,20,30,1,0
2003,1,27,21,30,1,0
2003,1,27,22,30,1,0
2003,1,27,23,30,1,0
2003,1,28,0,30,0,0
2003,1,28,1,30,0,0
2003,1,28,2,30,0,0
2003,1,28,3,30,0,0
2003,1,28,4,30,0,0
2003,1,28,5,30,0,0
2003,1,28,6,30,0,0
2003,1,28,7,30,0,32
2003,1,28,8,30,0,109
2003,1,28,9,30,2,229
2003,1,28,10,30,3,456
2003,1,28,11,30,4,518
2003,1,28,12,30,4,518
2003,1,28,13,30,4,348
2003,1,28,14,30,3,346
2003,1,28,15,30,1,194
2003,1,28,16,30,0,38
2003,1,28,17,30,0,0
2003,1,28,18,30,-1,0
2003,1,28,19,30,-2,0
2003,1,28,20,30,-2,0
2003,1,28,21,30,-1,0
2003,1,28,22,30,-1,0
2003,1,28,23,30,0,0
2003,1,29,0,30,0,0
2003,1,29,1,30,-1,0
2003,1,29,2,30,-2,0
2003,1,29,3,30,-3,0
2003,1,29,4,30,-3,0
2003,1,29,5,30,-4,0
2003,1,29,6,30,-4,0
2003,1,29,7,30,-4,14
2003,1,29,8,30,-3,93
2003,1,29,9,30,-1,211
2003,1,29,10,30,0,267
2003,1,29,11,30,2,279
2003,1,29,12,30,3,359
2003,1,29,13,30,4,460
2003,1,29,14,30,4,304
2003,1,29,15,30,1,197
2003,1,29,16,30,0,41
2003,1,29,17,30,-1,0
2003,1,29,18,30,-1,0
2003,1,29,19,30,-1,0
2003,1,29,20,30,-1,0
2003,1,29,21,30,-1,0
2003,1,29,22,30,-1,0
2003,1,29,23,30,-1,0
2003,1,30,0,30,0,0
2003,1,30,1,30,0,0
2003,1,30,2,30,0,0
2003,1,30,3,30,0,0
2003,1,30,4,30,0,0
2003,1,30,5,30,0,0
2003,1,30,6,30,0,0
2003,1,30,7,30,0,23
2003,1,30,8,30,2,111
2003,1,30,9,30,5,257
2003,1,30,10,30,7,369
2003,1,30,11,30,9,352
2003,1,30,12,30,8,250
2003,1,30,13,30,7,370
2003,1,30,14,30,6,289
2003,1,30,15,30,3,32
2003,1,30,16,30,2,7
2003,1,30,17,30,1,0
2003,1,30,18,30,0,0
2003,1,30,19,30,0,0
2003,1,30,20,30,0,0
2003,1,30,21,30,0,0
2003,1,30,22,30,-1,0
2003,1,30,23,30,-1,0
2003,1,31,0,30,-2,0
2003,1,31,1,30,-2,0
2003,1,31,2,30,-2,0
2003,1,31,3,30,-3,0
2003,1,31,4,30,-3,0
2003,1,31,5,30,-3,0
2003,1,31,6,30,-2,0
2003,1,31,7,30,-1,16
2003,1,31,8,30,1,152
2003,1,31,9,30,4,217
2003,1,31,10,30,6,272
2003,1,31,11,30,8,260
2003,1,31,12,30,9,342
2003,1,31,13,30,9,328
2003,1,31,14,30,9,294
2003,1,31,15,30,7,167
2003,1,31,16,30,5,37
2003,1,31,17,30,4,0
2003,1,31,18,30,3,0
2003,1,31,19,30,2,0
2003,1,31,20,30,2,0
2003,1,31,21,30,1,0
2003,1,31,22,30,1,0
2003,1,31,23,30,1,0
2003,2,1,0,30,2,0
2003,2,1,1,30,2,0
2003,2,1,2,30,3,0
2003,2,1,3,30,3,0
2003,2,1,4,30,3,0
2003,2,1,5,30,2,0
2003,2,1,6,30,2,0
2003,2,1,7,30,4,24
2003,2,1,8,30,6,116
2003,2,1,9,30,10,187
2003,2,1,10,30,13,348
2003,2,1,11,30,16,473
2003,2,1,12,30,17,394
2003,2,1,13,30,17,355
2003,2,1,14,30,15,257
2003,2,1,15,30,12,123
2003,2,1,16,30,10,29
2003,2,1,17,30,9,0
2003,2,1,18,30,8,0
2003,2,1,19,30,6,0
2003,2,1,20,30,5,0
2003,2,1,21,30,4,0
2003,2,1,22,30,2,0
2003,2,1,23,30,1,0
2003,2,2,0,30,0,0
2003,2,2,1,30,0,0
2003,2,2,2,30,0,0
2003,2,2,3,30,0,0
2003,2,2,4,30,0,0
2003,2,2,5,30,0,0
2003,2,2,6,30,-1,0
2003,2,2,7,30,0,7
2003,2,2,8,30,0,43
2003,2,2,9,30,0,119
2003,2,2,10,30,0,124
2003,2,2,11,30,0,166
2003,2,2,12,30,0,192
2003,2,2,13,30,0,157
2003,2,2,14,30,0,76
2003,2,2,15,30,0,107
2003,2,2,16,30,-1,25
2003,2,2,17,30,-2,0
2003,2,2,18,30,-3,0
2003,2,2,19,30,-3,0
2003,2,2,20,30,-4,0
2003,2,2,21,30,-4,0
2003,2,2,22,30,-5,0
2003,2,2,23,30,-5,0
2003,2,3,0,30,-5,0
2003,2,3,1,30,-6,0
2003,2,3,2,30,-6,0
2003,2,3,3,30,-7,0
2003,2,3,4,30,-7,0
2003,2,3,5,30,-8,0
2003,2,3,6,30,-7,0
2003,2,3,7,30,-6,50
2003,2,3,8,30,-4,219
2003,2,3,9,30,-2,378
2003,2,3,10,30,-1,222
2003,2,3,11,30,0,217
2003,2,3,12,30,0,561
2003,2,3,13,30,0,502
2003,2,3,14,30,0,387
2003,2,3,15,30,-1,52
2003,2,3,16,30,-2,13
2003,2,3,17,30,-3,0
2003,2,3,18,30,-3,0
2003,2,3,19,30,-3,0
2003,2,3,20,30,-3,0
2003,2,3,21,30,-4,0
2003,2,3,22,30,-5,0
2003,2,3,23,30,-5,0
2003,2,4,0,30,-5,0
2003,2,4,1,30,-5,0
2003,2,4,2,30,-5,0
2003,2,4,3,30,-5,0
2003,2,4,4,30,-5,0
2003,2,4,5,30,-5,0
2003,2,4,6,30,-5,0
2003,2,4,7,30,-4,9
2003,2,4,8,30,-4,55
2003,2,4,9,30,-3,189
2003,2,4,10,30,-3,341
2003,2,4,11,30,-3,399
2003,2,4,12,30,-3,303
2003,2,4,13,30,-3,324
2003,2,4,14,30,-4,268
2003,2,4,15,30,-4,223
2003,2,4,16,30,-5,60
2003,2,4,17,30,-6,0
2003,2,4,18,30,-6,0
2003,2,4,19,30,-7,0
2003,2,4,20,30,-6,0
2003,2,4,21,30,-5,0
2003,2,4,22,30,-5,0
2003,2,4,23,30,-5,0
2003,2,5,0,30,-5,0
2003,2,5,1,30,-5,0
2003,2,5,2,30,-6,0
2003,2,5,3,30,-6,0
2003,2,5,4,30,-6,0
2003,2,5,5,30,-7,0
2003,2,5,6,30,-6,0
2003,2,5,7,30,-5,56
2003,2,5,8,30,-2,228
2003,2,5,9,30,0,389
2003,2,5,10,30,0,507
2003,2,5,11,30,0,571
2003,2,5,12,30,1,573
2003,2,5,13,30,0,513
2003,2,5,14,30,0,222
2003,2,5,15,30,-1,195
2003,2,5,16,30,-3,54
2003,2,5,17,30,-4,0
2003,2,5,18,30,-5,0
2003,2,5,19,30,-6,0
2003,2,5,20,30,-6,0
2003,2,5,21,30,-7,0
2003,2,5,22,30,-8,0
2003,2,5,23,30,-9,0
2003,2,6,0,30,-10,0
2003,2,6,1,30,-10,0
2003,2,6,2,30,-11,0
2003,2,6,3,30,-11,0
2003,2,6,4,30,-11,0
2003,2,6,5,30,-11,0
2003,2,6,6,30,-12,0
2003,2,6,7,30,-11,15
2003,2,6,8,30,-11,60
2003,2,6,9,30,-10,202
2003,2,6,10,30,-10,524
2003,2,6,11,30,-10,405
2003,2,6,12,30,-10,593
2003,2,6,13,30,-10,534
2003,2,6,14,30,-10,148
2003,2,6,15,30,-11,256
2003,2,6,16,30,-11,78
2003,2,6,17,30,-12,0
2003,2,6,18,30,-13,0
2003,2,6,19,30,-14,0
